,MSOA,w_Employment,w_QualityWork,w_CareDomestic,w_Pay,w_HomeEquity,w_Leadership,w_Participation,w_Qualifications,w_NumeracyLiteracy,w_LifeExpHealth,w_PaidWork,w_UnpaidWork,w_Money,w_PowerParticipation,w_Education,w_Health,w_overall,m_Employment,m_QualityWork,m_CareDomestic,m_Pay,m_HomeEquity,m_Leadership,m_Participation,m_Qualifications,m_NumeracyLiteracy,m_LifeExpHealth,m_PaidWork,m_UnpaidWork,m_Money,m_PowerParticipation,m_Education,m_Health,m_overall,g_Employment,g_QualityWork,g_CareDomestic,g_Pay,g_HomeEquity,g_Leadership,g_Participation,g_Qualifications,g_NumeracyLiteracy,g_LifeExpHealth,g_PaidWork,g_UnpaidWork,g_Money,g_PowerParticipation,g_Education,g_Health,g_overall
10,E02000994,0.6563508816492934,1.042937203520197,1.0302876286961606,0.8516037041153437,0.7256111513316266,0.9819528303412983,0.6193944662044747,0.6181272802463722,1.077875095201415,0.964757378695194,0.8496440425847451,1.0302876286961606,0.7886074277234851,0.8006736482728865,0.8480011877238935,0.964757378695194,0.8803285522827274,0.719501325644252,0.9562396135867679,0.76364049107231,1.0154486774773241,0.710585139611993,1.0163970757918053,0.7511525005694148,0.6507323176130179,1.1276052996784824,0.9954107299032127,0.8378704696155099,0.76364049107231,0.8630169085446586,0.8837747881806101,0.8891688086457501,0.9954107299032127,0.872147032660342,0.6486790285642723,0.9518692047776204,0.5352129428927341,0.66123925123005,0.9943720419377168,0.4636910493918812,0.7562217637822255,0.9840241142083124,0.9494993976888592,0.9557660310506294,0.8002741166709464,0.5352129428927341,0.8278056465838834,0.6099564065870533,0.9667617559485857,0.9557660310506294,0.782629483288972
11,E02000995,1.0329868700182834,1.042937203520197,1.1093427527575637,0.9534937488756554,1.096136830953923,0.9819528303412983,0.6444904819822228,1.0688369394729926,0.9558824641297088,1.0152654790675864,1.0379620367692401,1.1093427527575637,1.0248152899147893,0.8132216561617606,1.0123597018013508,1.0152654790675864,1.0021611527453818,1.053917051650151,0.9562396135867679,0.8853553890456047,1.0415138182219206,1.0817170612842215,1.0163970757918053,0.7586066363419854,1.1290872589052523,0.9845640097752149,0.99358628649988,1.0050783326184596,0.8853553890456047,1.061615439753071,0.8875018560668954,1.0568256343402336,0.99358628649988,0.9816604897206908,0.8770554304479653,0.9518692047776204,0.5574151248149607,0.7216474768081618,0.9979628126905312,0.4636910493918812,0.7756055943324236,0.9874095614414522,0.9348576463468108,0.8934599870009287,0.9144623176127928,0.5574151248149607,0.8598051447493464,0.6196483218621525,0.9611336038941315,0.8934599870009287,0.8009874166557188
12,E02000996,0.7417765936391028,1.042937203520197,1.0781198442807425,0.8551411779316767,0.5605587405717727,0.9819528303412983,0.6862734854482985,0.5992155865160881,0.9902991596271828,1.0768601816708439,0.8923568985796498,1.0781198442807425,0.7078499592517247,0.8341131578947985,0.7947573730716355,1.0768601816708439,0.8973429024582323,0.7143798072843701,0.9562396135867679,0.8493526549426026,1.0239215267778337,0.5863826698616077,1.0163970757918053,0.805514734804643,0.5163821219817352,1.077317515972397,1.0799053699280394,0.835309710435569,0.8493526549426026,0.8051520983197207,0.9109559052982241,0.7968498189770661,1.0799053699280394,0.879587592983537,0.8495823591869904,0.9518692047776204,0.5368673163676119,0.6590577919629648,0.941463028034438,0.4636910493918812,0.7846678662421107,0.8055071000429576,0.9873777427456952,0.9155258914386395,0.9007257819823054,0.5368673163676119,0.8002604099987014,0.6241794578169959,0.8964424213943264,0.9155258914386395,0.7790002131664301
13,E02000997,1.119973566692146,1.042937203520197,1.0719556595621702,1.0424061484220069,1.222848331606103,0.9819528303412983,0.735505765831618,1.133489607716708,0.982245879194969,1.0215563841433242,1.0814553851061715,1.0719556595621702,1.132627240014055,0.8587292980864581,1.0578677434558386,1.0215563841433242,1.037365285061336,1.124255425142205,0.9562396135867679,0.9527309167491869,1.0809060130931996,1.2074104373988803,1.0163970757918053,0.8682012734195473,1.1423825093757307,0.9576114727787928,1.0287147931080076,1.0402475193644865,0.9527309167491869,1.14415822524604,0.9422991746056764,1.0499969910772617,1.0287147931080076,1.0263579366917763,0.9047835375662325,0.9518692047776204,0.6002940139529168,0.759910612540514,0.99742657917754,0.4636910493918812,0.7756762879061491,0.9420528741518372,0.8848611907416865,0.9275930883115197,0.9283263711719265,0.6002940139529168,0.878668595859027,0.6196836686490151,0.9134570324467619,0.9275930883115197,0.8113371283985278
14,E02000998,0.7072593998443419,1.042937203520197,1.0366354600924717,0.8655531001424042,0.7575133073839386,0.9819528303412983,0.6221569789955405,0.696839850666783,1.0280846665801708,0.9496488745805892,0.8750983016822694,1.0366354600924717,0.8115332037631714,0.8020549046684193,0.8624622586234769,0.9496488745805892,0.8895721672350664,0.7596051263774344,0.9562396135867679,0.7693121356031729,1.0217846951491525,0.7498092275594348,1.0163970757918053,0.7454827254008753,0.7450927069955959,1.0757278112391049,0.9471439727965039,0.8579223699821011,0.7693121356031729,0.8857969613542936,0.8809399005963403,0.9104102591173504,0.9471439727965039,0.8752542665749603,0.664173004740614,0.9518692047776204,0.5320731786354861,0.6677641540879964,0.9949534292507164,0.4636910493918812,0.7635345135444906,0.9994443333627828,0.9496849104692338,0.9330577346355503,0.8080211047591173,0.5320731786354861,0.8313587916693563,0.613612781468186,0.9745646219160082,0.9330577346355503,0.7821147021806175
15,E02000999,0.6239924390531576,1.042937203520197,1.0091995901496142,0.8414001328266787,0.4973764123223662,0.9819528303412983,0.6213765452353812,0.6393521736328972,1.0566206355110996,1.0715841242235764,0.8334648212866773,1.0091995901496142,0.6693882725745224,0.8016646877883398,0.8479864045719985,1.0715841242235764,0.8722146500991214,0.6946065209992166,0.9562396135867679,0.7336607315225088,1.014354463810848,0.4293187767835956,1.0163970757918053,0.7415373702584807,0.7234846973446583,1.1048578281597226,1.0713596539101742,0.8254230672929923,0.7336607315225088,0.7218366202972217,0.878967223025143,0.9141712627521904,1.0713596539101742,0.8575697598000384,0.8040868131108176,0.9518692047776204,0.5249110997046998,0.6538447138956487,0.8764586479194,0.4636910493918812,0.7679562774647279,0.9454303066212414,0.949059261613344,0.93851154792987,0.8779780089442191,0.5249110997046998,0.7651516809075243,0.6158236634283045,0.9472447841172926,0.93851154792987,0.7782701308386516
16,E02001000,0.9182690789701199,1.042937203520197,1.1163133949778077,0.8353362559050719,0.9476703097654948,0.9819528303412983,0.6243597878870542,0.7585507715106399,1.0337112836789424,1.0391206612383221,0.9806031412451583,1.1163133949778077,0.8915032828352834,0.8031563091141762,0.8961310275947911,1.0391206612383221,0.9544713028342565,0.850316923964743,0.9562396135867679,0.7870965476196805,1.014844984131586,0.9207421790089884,1.0163970757918053,0.7497884288207484,0.7400404280208132,1.106310841115227,1.0320905979920552,0.9032782687757555,0.7870965476196805,0.9677935815702872,0.8830927523062768,0.92317563456802,1.0320905979920552,0.9160878971386791,0.8002589962444864,0.9518692047776204,0.4834679983675998,0.6489319976540484,0.9865463556407942,0.4636910493918812,0.7648148394998124,0.9119101879547314,0.9713683168445568,0.9146473375819539,0.8760641005110534,0.4834679983675998,0.8177391766474214,0.6142529444458469,0.9416392523996442,0.9146473375819539,0.7746351349922532
17,E02001001,0.9748293454367332,1.042937203520197,1.0796564450932349,0.877943468748504,1.0588158790342084,0.9819528303412983,0.6241344960081036,1.059884218128219,0.9960803101262856,0.947175391846967,1.008883274478465,1.0796564450932349,0.9683796738913562,0.8030436631747009,1.0279822641272522,0.947175391846967,0.9725201187686627,1.006461764798228,0.9562396135867679,0.834291312319513,1.023807974451794,1.0102229673027905,1.0163970757918053,0.7476361866029426,1.0939731888550288,1.0303077277405366,0.9624817742624602,0.9813506891924979,0.834291312319513,1.0170154708772923,0.882016631197374,1.0621404582977827,0.9624817742624602,0.95654938935782,0.8156279516879241,0.9518692047776204,0.5503935320114881,0.6759710884462556,0.9687986494796366,0.4636910493918812,0.7625253156947414,0.9647827490696528,0.9388119836157496,0.9445563819406941,0.8837485782327723,0.5503935320114881,0.822384868962946,0.6131081825433113,0.9517973663427012,0.9445563819406941,0.7943314850056522
18,E02001002,0.9467354064759437,1.042937203520197,1.1491000118317722,0.8183876346139676,1.0659662088452326,0.9819528303412983,0.6521186816437687,0.7448622579762114,0.923531013633189,1.0252842485336424,0.9948363049980703,1.1491000118317722,0.9421769217296001,0.8170357559925335,0.8341966358047002,1.0252842485336424,0.9604383131483866,0.9123708895006102,0.9562396135867679,0.8947983973198427,1.0132249857890203,1.098406337135869,1.0163970757918053,0.7593045247961927,0.6819598779797387,1.0314645383237424,1.0372605609561119,0.934305251543689,0.8947983973198427,1.0558156614624448,0.887850800293999,0.8567122081517405,1.0372605609561119,0.9444571466213046,0.8449502515331269,0.9518692047776204,0.5260189271744583,0.6367545738472904,0.9557486105732292,0.4636910493918812,0.7894769365070883,0.8557839391329058,0.9864865312129086,0.9360044296489681,0.8984097281553736,0.5260189271744583,0.7962515922102598,0.6265839929494847,0.9211352351729072,0.9360044296489681,0.7840673175519087
19,E02001003,1.14430056171265,1.042937203520197,1.1375501255683134,0.9118381742192219,1.4669781187513542,0.9819528303412983,0.6425994824840349,1.2993281678678217,0.9317261184481688,0.9620265831800996,1.0936188826164235,1.1375501255683134,1.1894081464852881,0.8122761564126666,1.1155271431579952,0.9620265831800996,1.0517345062367978,1.2269178233081466,0.9562396135867679,0.9029887186848442,1.032627364640968,1.434401257371064,1.0163970757918053,0.7641483457080186,1.5412097797753956,0.9800003268649108,0.9306650162632435,1.0915787184474572,0.9029887186848442,1.233514311006016,0.890272710749912,1.2606050533201532,0.9306650162632435,1.0516040880786044,0.9126252608197947,0.9518692047776204,0.5571059254236435,0.6961061625962827,0.9928502598674154,0.4636910493918812,0.766576197029109,0.9019362058798656,0.9546495524390696,0.8975912228967622,0.9322472327987075,0.5571059254236435,0.844478211231849,0.6151336232104951,0.9282928791594676,0.8975912228967622,0.7958081824534874
20,E02001004,0.6113381704771714,1.042937203520197,1.0671304610042556,0.8566152113341223,0.6906235382852819,0.9819528303412983,0.6258836586217907,0.5673641044405136,1.0296749408850765,0.9274603264708164,0.8271376869986842,1.0671304610042556,0.7736193748097021,0.8039182444815445,0.798519522662795,0.9274603264708164,0.8662976027379662,0.675434308037719,0.9562396135867679,0.7760070041049674,1.016356284712459,0.6613961300539662,1.0163970757918053,0.7401110793742395,0.6396394159772051,1.047012966485453,0.9589450966091738,0.8158369608122434,0.7760070041049674,0.8388762073832126,0.8782540775830223,0.843326191231329,0.9589450966091738,0.8518742562873248,0.7440305036891464,0.9518692047776204,0.5158261189668394,0.6643084817875683,0.9724269934578552,0.4636910493918812,0.7737480935512044,0.9489544379268432,0.9229069985708448,0.9665992235550108,0.8479498542333834,0.5158261189668394,0.8183677376227118,0.6187195714715428,0.935930718248844,0.9665992235550108,0.7838988706830553
21,E02001005,0.718459385057025,1.042937203520197,0.9811578259791918,0.8265474398907637,0.8275247034874483,0.9819528303412983,0.6122516224750381,0.6792481027376892,1.0019309632569675,0.9486459798277016,0.880698294288611,0.9811578259791918,0.8270360716891061,0.7971022264081682,0.8405895329973283,0.9486459798277016,0.8792049885316846,0.7637938749329294,0.9562396135867679,0.736555763748101,1.0061043574596849,0.7951070391628672,1.0163970757918053,0.716015646571635,0.7772519457835425,1.0441188048468075,0.946222998638819,0.8600167442598486,0.736555763748101,0.900605698311276,0.8662063611817201,0.910685375315175,0.946222998638819,0.8700488235758234,0.7233366405735351,0.9518692047776204,0.5572953548936971,0.6473296819154719,0.9756215026850148,0.4636910493918812,0.7830729099795999,0.934943441906854,0.9458410140766488,0.9083239298202638,0.8376029226755777,0.5572953548936971,0.8114755923002434,0.6233819796857405,0.9403922279917514,0.9083239298202638,0.7797453345612123
22,E02001006,0.7334063932387271,1.042937203520197,1.0347772462010658,0.8589817095112022,0.9051995401395596,0.9819528303412983,0.627656446835559,0.6637672665529294,1.0109250724828125,0.935555247012083,0.888171798379462,1.0347772462010658,0.8820906248253809,0.8048046385884287,0.837346169517871,0.935555247012083,0.8971242874207151,0.8329884618274248,0.9562396135867679,0.7436451869106675,1.0153259886489225,0.9084086514827032,1.0163970757918053,0.7373639975330342,0.7626519720004047,1.0273785178592334,0.9408961076751806,0.8946140377070964,0.7436451869106675,0.9618673200658129,0.8768805366624197,0.895015244929819,0.9408961076751806,0.8854864056584993,0.7102994853972837,0.9518692047776204,0.5181873694192333,0.6667595217260189,0.9813554312268646,0.4636910493918812,0.7784743468352039,0.9311253649473592,0.9223962642414816,0.9290138914093617,0.8310843450874521,0.5181873694192333,0.8240574764764418,0.6210826981135426,0.9267608145944204,0.9290138914093617,0.7750310991834085
23,E02001007,1.0314737756891557,1.042937203520197,1.0652382040331168,0.8122852419235134,1.26188200426037,0.9819528303412983,0.7072195111232524,0.6923054523821746,0.9582327906912228,1.0408920960306762,1.0372054896046763,1.0652382040331168,1.0370836230919416,0.8445861707322754,0.8252691215366987,1.0408920960306762,0.9750457841715642,0.9490659138784541,0.9562396135867679,1.0529344678234493,1.000862498826183,1.2668562160068315,1.0163970757918053,0.7511968968865329,0.6508787483890016,1.087609067326898,1.025194030655717,0.952652763732611,1.0529344678234493,1.1338593574165072,0.883796986339169,0.8692439078579499,1.025194030655717,0.9862802523042339,0.8437406066733448,0.9518692047776204,0.6664282797657148,0.6396280142443895,0.980967654583586,0.4636910493918812,0.8666349876598166,0.8787869848668103,0.9707159955256296,0.9069523525926924,0.8978049057254827,0.6664282797657148,0.8102978344139877,0.6651630185258489,0.9247514901962199,0.9069523525926924,0.8118996468699912
24,E02001008,0.6377427157206229,1.042937203520197,1.061284665103035,0.8511531136165744,0.7340193705960963,0.9819528303412983,0.6222498922178556,0.5918413236851282,1.0058678706688198,0.9502782437745655,0.84033995962041,1.061284665103035,0.7925862421063354,0.802101361279577,0.798854597176974,0.9502782437745655,0.874240844843483,0.728158828900098,0.9562396135867679,0.7318227415211676,1.00992981560805,0.7547558912760616,1.0163970757918053,0.722505457144885,0.7059804473316756,1.0300207172169549,0.9400474983248858,0.8421992212434329,0.7318227415211676,0.8823428534420559,0.8694512664683451,0.8680005822743153,0.9400474983248858,0.8556440272123672,0.6845751752884102,0.9518692047776204,0.49048349471850927,0.6641025330340061,0.9577767201279698,0.4636910493918812,0.7878191567761519,0.8968737966873875,0.9294179299099604,0.8983094750360457,0.8182221900330153,0.49048349471850927,0.810939626580988,0.6257551030840165,0.913145863298674,0.8983094750360457,0.7594759587918748
25,E02001009,0.8660730687897,1.042937203520197,1.1492782504473626,0.9001193061306354,0.9351091478405948,0.9819528303412983,0.6324383965217815,0.7206764217901923,0.9846878869250604,0.986556039874551,0.9545051361549485,1.1492782504473626,0.9176142269856151,0.8071956134315399,0.8526821543576264,0.986556039874551,0.9446385702086073,0.8701576091931499,0.9562396135867679,0.8168499779589777,1.0130180377259344,0.9442277136261426,1.0163970757918053,0.7463497302135182,0.7671029581241867,0.9994487704011286,0.9880592462980288,0.9131986113899588,0.8168499779589777,0.9786228756760385,0.8813734030026618,0.8832758642626577,0.9880592462980288,0.9102299964313872,0.7793796393161128,0.9518692047776204,0.5025062442920303,0.7000204637616698,0.9753238176201228,0.4636910493918812,0.7740226282951002,0.994934797370936,0.9212297726246336,0.9219939615946898,0.8656244220468665,0.5025062442920303,0.8376721406908962,0.6188568388434907,0.9580822849977848,0.9219939615946898,0.784122648744293
26,E02001010,0.8203904195325628,1.042937203520197,1.0851629279206523,0.8176372205987671,0.9249959032806206,0.9819528303412983,0.6217814854104345,0.666795415036577,0.9478483300920264,0.9947794420906523,0.9316638115263798,1.0851629279206523,0.8713165619396939,0.8018671578758665,0.8073218725643017,0.9947794420906523,0.915351962319591,0.8064070736580757,0.9562396135867679,0.7632348959256683,1.0028307370041394,0.9107666576913584,1.0163970757918053,0.6806955424987794,0.673094969290211,1.0369526517474772,0.9882900537379605,0.8813233436224218,0.7632348959256683,0.9567986973477489,0.8485463091452923,0.8550238105188441,0.9882900537379605,0.8822028517163227,0.7293218146601415,0.9518692047776204,0.48448050532765885,0.6421232011492533,0.9997790830958276,0.4636910493918812,0.8384134245516259,0.9435502112682428,0.9929470729982196,0.9184491050574953,0.8405955097188809,0.48448050532765885,0.8209511421225404,0.6510522369717535,0.9682486421332313,0.9184491050574953,0.7806295235552599
27,E02001011,1.1594673549736965,1.042937203520197,1.1211499106241174,0.9603754832935574,1.3598319357466429,0.9819528303412983,0.7545659504935649,1.0884845561069143,0.8787321599416432,0.958094103915904,1.1012022792469467,1.1211499106241174,1.1601037095201001,0.8682593904174316,0.9836083580242787,0.958094103915904,1.0320696252914632,1.1382440964006872,0.9562396135867679,0.9519606077287968,1.0511534327295597,1.3426474500213248,1.0163970757918053,0.8809963868750972,1.077740199929495,0.906994450128457,0.9566629102116456,1.0472418549937275,0.9519606077287968,1.1969004413754423,0.9486967313334512,0.9923673250289761,0.9566629102116456,1.0156383117786731,0.8699443907472444,0.9518692047776204,0.5834235825730266,0.72038714047393,0.9974393841465912,0.4636910493918812,0.7873450668762632,0.9254928916022712,0.9368156371054092,0.9389571538152405,0.9109067977624323,0.5834235825730266,0.8589132623102607,0.6255180581340722,0.9311542643538402,0.9389571538152405,0.8081455198248122
